municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-06 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 00:10:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-07 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-08 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-09 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 17:10:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 21:30:00.0;3,20;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 21:40:00.0;0,20;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-10 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 15:30:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 22:40:00.0;0,20;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-11 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-12 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-13 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-14 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-15 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 18:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 19:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 20:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 21:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 22:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-16 23:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 00:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 01:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 02:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 03:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 04:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 05:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 06:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 07:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 08:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 09:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 10:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 11:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 12:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 13:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 14:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 15:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 16:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 17:00:00.0;0,00;
BELÉM;150140204A;PA;Nazaré;-48,482217;-1,449707;2020-08-17 18:00:00.0;0,00;
